4 32 5 19 37 35 40 7	2 4 7 6 11 11 23 27 12 6 15 15	4 7 6 11 11 23 27 12 6 15 15 3
4 49 9 89 90 25 9 19 95 9 96 7	2 13 5 14 7 20 16 12 18	13 5 14 7 20 16 12 18 3
4 83 73 35 25 9 52 37 12 9 97 32 7	2 27 11 14 7 7 16 20 15 23 21 26 37 7 7 14 22 18	27 11 14 7 7 16 20 15 23 21 26 37 7 7 14 22 18 3
4 43 44 9 61 62 98 14 32 7	2 29 5 30 11 20 31 12 17	29 5 30 11 20 31 12 17 3
4 83 73 32 65 40 7	2 27 20 14 7 7 6 12 12	27 20 14 7 7 6 12 12 3
4 32 12 9 96 25 9 88 14 9 19 7	2 13 7 14 11 20 16 12 18	13 7 14 11 20 16 12 18 3
4 32 35 25 9 52 58 9 55 7	2 27 7 16 11 12 35 15 26	27 7 16 11 12 35 15 26 3
4 32 84 9 54 7	2 29 7 30 11 20	29 7 30 11 20 3
4 32 5 19 7	2 4 7 6 11 11	4 7 6 11 11 3
4 75 83 73 84 9 92 37 49 39 57 9 52 7	2 29 20 41 11 11 30 12 15 23 13 26 37 11 11 14 22 22 16 18 33	29 20 41 11 11 30 12 15 23 13 26 37 11 11 14 22 22 16 18 33 3
4 43 44 9 61 62 8 7	2 29 5 30 11 20 31 12 15	29 5 30 11 20 31 12 15 3
4 12 9 93 37 9 13 14 9 15 14 9 91 7	2 13 5 14 7 22 16 18 33	13 5 14 7 22 16 18 33 3
4 75 32 35 25 9 52 20 53 9 54 55 7	2 27 11 16 20 15 35 17 32	27 11 16 20 15 35 17 32 3
4 75 32 5 14 9 94 11 14 9 15 7	2 8 11 9 20 20 10 12 18	8 11 9 20 20 10 12 18 3
4 12 9 93 33 34 14 9 15 14 9 91 7	2 13 5 14 7 11 16 22 32 23 24 12 14 20 20 25 15 26	13 5 14 7 11 16 22 32 23 24 12 14 20 20 25 15 26 3
4 75 32 43 60 9 30 34 14 9 15 7	2 29 11 30 12 15 23 24 17 14 12 15 25 26 18	29 11 30 12 15 23 24 17 14 12 15 25 26 18 3
4 12 9 99 14 9 100 57 9 26 27 7	2 13 5 14 7 15 16 17 18	13 5 14 7 15 16 17 18 3
4 12 9 99 14 9 100 57 9 88 7	2 13 5 14 7 11 16 20 22	13 5 14 7 11 16 20 22 3
4 75 65 25 76 6 37 101 102 9 103 32 7	2 27 7 6 11 12 23 39 17 40 26 18	27 7 6 11 12 23 39 17 40 26 18 3
4 104 72 73 77 69 9 105 7	2 39 20 43 11 11 40 15 17	39 20 43 11 11 40 15 17 3
4 12 9 85 14 9 15 14 9 91 7	2 13 5 14 7 15 16 17 22	13 5 14 7 15 16 17 22 3
4 12 9 13 16 9 18 14 9 15 7	2 21 5 14 7 22	21 5 14 7 22 3
4 12 106 24 25 9 26 27 14 9 28 7	2 13 5 14 7 11 16 20 18	13 5 14 7 11 16 20 18 3
4 12 9 85 107 9 15 25 9 52 32 7	2 13 5 14 7 11 44 20 15 16 17 22	13 5 14 7 11 44 20 15 16 17 22 3
4 49 69 78 18 95 108 7	2 13 5 36 7 7 14 11 15	13 5 36 7 7 14 11 15 3
4 49 69 9 109 37 9 110 7	2 13 5 36 7 7 14 11 17	13 5 36 7 7 14 11 17 3
4 9 111 112 113 14 9 15 14 9 6 95 78 114 95 115 7	2 24 20 14 5 7 25 12 34	24 20 14 5 7 25 12 34 3
4 12 116 117 118 37 49 50 25 69 7	2 21 5 14 7 20 23 13 15 14 17 17 36 26 22	21 5 14 7 20 23 13 15 14 17 17 36 26 22 3
4 12 9 119 85 7	2 21 5 14 7 20	21 5 14 7 20 3
4 120 9 121 57 9 122 7	2 45 5 14 7 11 16 20 15	45 5 14 7 11 16 20 15 3
4 120 9 123 14 9 54 124 7	2 45 5 14 7 11 16 20 17	45 5 14 7 11 16 20 17 3
4 125 9 126 7	2 46 5 14 7 11	46 5 14 7 11 3
4 35 16 9 127 7	2 27 5 16 7 20	27 5 16 7 20 3
4 35 128 25 9 127 7	2 27 5 16 7 12	27 5 16 7 12 3
4 35 36 25 9 55 7	2 27 5 16 7 12	27 5 16 7 12 3
4 77 78 129 95 108 7	2 39 5 40 7 12	39 5 40 7 12 3
4 120 130 13 14 9 131 7	2 45 5 14 7 11 16 20 15	45 5 14 7 11 16 20 15 3
4 120 9 132 14 9 133 7	2 45 5 14 7 11 16 20 15	45 5 14 7 11 16 20 15 3
4 12 9 117 134 107 9 52 135 37 120 50 14 9 15 7	2 21 5 14 7 20 44 12 26 23 45 18 14 32 32 16 33 38	21 5 14 7 20 44 12 26 23 45 18 14 32 32 16 33 38 3
4 120 9 136 29 57 9 137 7	2 45 5 14 7 20 16 12 17	45 5 14 7 20 16 12 17 3
4 32 75 120 9 138 14 9 133 37 139 39 7	2 45 11 14 20 12 16 15 26 23 29 18 30 32 32	45 11 14 20 12 16 15 26 23 29 18 30 32 32 3
4 35 57 9 140 27 37 141 9 142 7	2 27 5 16 7 12 23 21 17 14 26 22	27 5 16 7 12 23 21 17 14 26 22 3
4 35 25 9 117 82 7	2 27 5 16 7 12	27 5 16 7 12 3
4 35 36 25 9 30 143 7	2 27 5 16 7 15	27 5 16 7 15 3
4 35 57 9 54 37 77 9 105 7	2 27 5 16 7 20 23 39 15 40 17 26	27 5 16 7 20 23 39 15 40 17 26 3
4 32 12 144 145 107 9 52 135 7	2 21 7 14 11 20 44 12 26	21 7 14 11 20 44 12 26 3
4 120 9 110 57 9 146 7	2 45 5 14 7 11 16 20 15	45 5 14 7 11 16 20 15 3
4 120 130 138 14 9 133 7	2 45 5 14 7 11 16 20 15	45 5 14 7 11 16 20 15 3
4 75 147 73 77 78 148 95 115 7	2 39 20 47 11 11 40 12 26	39 20 47 11 11 40 12 26 3
4 120 149 121 14 9 100 7	2 45 5 14 7 11 16 20 15	45 5 14 7 11 16 20 15 3
4 150 102 149 136 29 7	2 39 5 40 7 12	39 5 40 7 12 3
4 77 9 111 7	2 39 5 40 7 11	39 5 40 7 11 3
4 35 25 9 6 95 9 28 7	2 27 5 16 7 17	27 5 16 7 17 3
4 151 9 152 148 16 9 52 55 7	2 21 5 14 7 26	21 5 14 7 26 3
4 77 9 70 7	2 39 5 40 7 11	39 5 40 7 11 3
4 150 102 78 153 13 57 9 154 7	2 39 5 40 7 12 30 15 26	39 5 40 7 12 30 15 26 3
4 120 9 155 156 57 9 45 7	2 45 5 14 7 20 16 12 17	45 5 14 7 20 16 12 17 3
4 75 157 101 9 88 102 149 136 29 7	2 39 11 48 7 7 30 20 12 40 15 22	39 11 48 7 7 30 20 12 40 15 22 3
4 120 149 158 57 9 81 82 7	2 45 5 14 7 11 16 20 17	45 5 14 7 11 16 20 17 3
4 75 147 73 49 9 159 85 107 9 52 15 7	2 13 20 37 11 11 14 12 17 44 26 32	13 20 37 11 11 14 12 17 44 26 32 3
4 104 75 147 73 35 25 9 52 37 5 14 9 117 82 7	2 27 12 14 20 20 16 15 26 23 8 18 9 32 32 10 33 38	27 12 14 20 20 16 15 26 23 8 18 9 32 32 10 33 38 3
4 35 25 9 160 7	2 27 5 16 7 20	27 5 16 7 20 3
4 77 149 161 7	2 39 5 40 7 11	39 5 40 7 11 3
4 147 73 49 9 162 163 164 7	2 13 11 37 7 7 14 20 12 16 15 17	13 11 37 7 7 14 20 12 16 15 17 3
4 147 73 49 9 18 25 9 124 7	2 13 11 37 7 7 14 20 12 16 15 26	13 11 37 7 7 14 20 12 16 15 26 3
4 77 78 165 7	2 39 5 40 7 11	39 5 40 7 11 3
4 35 25 9 140 27 12 166 9 48 107 9 15 37 120 50 57 9 167 7	2 27 5 16 7 12 23 21 15 14 17 22 44 18 33 23 45 38 14 34 34 16 49 50	27 5 16 7 12 23 21 15 14 17 22 44 18 33 23 45 38 14 34 34 16 49 50 3
4 101 9 26 27 102 9 89 139 7	2 39 5 30 7 20 40 12 26	39 5 30 7 20 40 12 26 3
4 168 9 169 7	2 46 5 14 7 11	46 5 14 7 11 3
4 120 170 9 105 7	2 45 5 51 7 7 14 11 20	45 5 51 7 7 14 11 20 3
4 75 171 172 73 57 9 54 35 173 32 7	2 27 26 16 22 22	27 26 16 22 22 3
4 101 102 9 174 57 9 79 175 7	2 39 5 40 7 20 30 12 26	39 5 40 7 20 30 12 26 3
4 65 25 88 7	2 27 5 16 7 11	27 5 16 7 11 3
4 171 176 177 144 152 147 73 151 178 107 9 146 37 49 39 164 7	2 21 26 37 17 17 14 22 22 44 18 33 23 13 38 14 34 34 16 49 49	21 26 37 17 17 14 22 22 44 18 33 23 13 38 14 34 34 16 49 49 3
4 151 9 179 97 7	2 21 5 14 7 20	21 5 14 7 20 3
4 147 73 35 25 9 52 77 78 18 37 49 39 25 69 7	2 27 11 14 7 7 16 20 15 23 39 17 40 26 22 23 13 32 14 33 33 36 42 38	27 11 14 7 7 16 20 15 23 39 17 40 26 22 23 13 32 14 33 33 36 42 38 3
4 49 180 144 181 7	2 13 5 36 7 7 14 11 20	13 5 36 7 7 14 11 20 3
4 49 9 182 183 25 9 54 7	2 13 5 14 7 20 16 12 17	13 5 14 7 20 16 12 17 3
4 147 73 77 78 79 184 57 9 185 7	2 39 11 43 7 7 40 20 15 30 17 22	39 11 43 7 7 40 20 15 30 17 22 3
4 151 9 13 186 9 153 99 7	2 21 5 14 7 17	21 5 14 7 17 3
4 187 35 95 9 148 95 152 7	2 46 5 14 11 17	46 5 14 11 17 3
4 65 25 9 88 7	2 27 5 16 7 20	27 5 16 7 20 3
4 12 78 117 188 7	2 21 5 14 7 20	21 5 14 7 20 3
4 101 102 78 153 97 7	2 39 5 40 7 12	39 5 40 7 12 3
4 75 83 73 65 16 9 15 7	2 27 20 14 11 11 16 12 17	27 20 14 11 11 16 12 17 3
4 12 149 189 14 9 100 37 120 50 57 9 81 82 7	2 21 5 14 7 15 23 45 26 14 22 22 16 18 42	21 5 14 7 15 23 45 26 14 22 22 16 18 42 3
4 101 102 9 174 190 112 113 57 9 153 175 7	2 39 5 40 7 20 23 24 17 14 12 12 25 26 32	39 5 40 7 20 23 24 17 14 12 12 25 26 32 3
4 171 191 144 192 49 69 193 194 195 193 196 7	2 13 12 36 15 15 14 17 32	13 12 36 15 15 14 17 32 3
4 65 197 107 9 45 7	2 27 5 44 7 12	27 5 44 7 12 3
4 147 73 49 69 149 198 73 147 77 39 14 9 15 57 9 140 27 7	2 13 11 37 7 7 36 20 20 14 12 15 23 39 22 43 17 17 40 18 18 30 32 52	13 11 37 7 7 36 20 20 14 12 15 23 39 22 43 17 17 40 18 18 30 32 52 3
4 157 101 102 149 70 32 7	2 39 7 48 5 5 40 11 12	39 7 48 5 5 40 11 12 3
4 147 73 49 69 149 161 7	2 13 11 37 7 7 36 20 20 14 12 15	13 11 37 7 7 36 20 20 14 12 15 3
4 65 199 9 200 7	2 27 5 35 7 20	27 5 35 7 20 3
4 171 201 172 73 25 49 69 149 202 39 34 57 178 95 9 203 95 9 54 7	2 13 15 37 20 20 36 17 17 14 26 22 23 24 32 14 18 18 25 33 53	13 15 37 20 20 36 17 17 14 26 22 23 24 32 14 18 18 25 33 53 3
4 101 9 26 27 102 149 136 29 7	2 39 5 30 7 20 40 12 26	39 5 30 7 20 40 12 26 3
4 12 149 204 7	2 21 5 14 7 11	21 5 14 7 11 3
4 75 205 206 207 73 35 208 37 101 102 149 209 7	2 27 15 14 12 12 51 17 17 23 39 22 40 18 33	27 15 14 12 12 51 17 17 23 39 22 40 18 33 3
4 151 9 210 211 7	2 21 5 14 7 20	21 5 14 7 20 3
4 65 25 9 140 27 7	2 27 5 16 7 12	27 5 16 7 12 3
4 49 9 192 212 9 140 15 7	2 13 5 14 7 11 16 20 17	13 5 14 7 11 16 20 17 3
4 206 73 213 73 147 77 149 70 7	2 39 15 47 20 20 40 17 26	39 15 47 20 20 40 17 26 3
4 83 73 12 9 214 14 9 215 216 7	2 21 11 37 7 7 14 20 22	21 11 37 7 7 14 20 22 3
4 49 9 217 164 37 120 50 14 9 15 36 25 9 91 7	2 13 5 14 7 11 16 20 20 23 45 15 14 17 17 16 26 38	13 5 14 7 11 16 20 20 23 45 15 14 17 17 16 26 38 3
4 32 77 9 218 7	2 39 7 40 11 20	39 7 40 11 20 3
4 151 130 188 7	2 21 5 14 7 11	21 5 14 7 11 3
4 75 120 130 97 57 9 219 95 9 15 7	2 45 7 14 11 20 16 12 18	45 7 14 11 20 16 12 18 3
4 75 220 35 221 9 88 37 77 9 94 103 39 112 113 14 9 137 7	2 27 11 16 20 15 23 39 26 40 22 32 23 24 38 14 33 33 25 34 52	27 11 16 20 15 23 39 26 40 22 32 23 24 38 14 33 33 25 34 52 3
4 12 9 194 222 223 7	2 21 5 14 7 12	21 5 14 7 12 3
4 120 9 71 14 9 100 7	2 45 5 14 7 11 16 20 15	45 5 14 7 11 16 20 15 3
4 32 65 199 9 224 7	2 27 7 35 11 12	27 7 35 11 12 3
4 171 172 149 225 77 39 32 7	2 39 12 40 15 15	39 12 40 15 15 3
4 83 73 35 25 9 88 37 12 9 226 14 9 137 32 7	2 27 11 14 7 7 16 20 15 23 21 26 14 22 42	27 11 14 7 7 16 20 15 23 21 26 14 22 42 3
4 49 69 9 227 223 7	2 13 5 36 7 7 14 11 12	13 5 36 7 7 14 11 12 3
4 35 57 9 52 37 38 8 9 117 82 37 9 167 7	2 27 5 16 7 20 23 8 15 9 17 17 10 26 42	27 5 16 7 20 23 8 15 9 17 17 10 26 42 3
4 35 16 9 228 7	2 27 5 16 7 20	27 5 16 7 20 3
4 49 69 9 229 7	2 13 5 36 7 7 14 11 20	13 5 36 7 7 14 11 20 3
4 83 73 32 49 180 144 108 7	2 13 20 37 7 7 36 12 12 14 15 17	13 20 37 7 7 36 12 12 14 15 17 3
4 171 230 149 231 57 9 26 27 147 73 101 102 39 232 39 233 16 9 28 7	2 39 32 47 18 18 40 33 42 23 24 49 14 34 34 25 52 53	39 32 47 18 18 40 33 42 23 24 49 14 34 34 25 52 53 3
4 32 77 9 182 183 7	2 39 7 40 11 12	39 7 40 11 12 3
4 120 9 71 14 9 234 7	2 45 5 14 7 11 16 20 15	45 5 14 7 11 16 20 15 3
4 12 9 152 235 57 9 52 7	2 21 5 14 7 17	21 5 14 7 17 3
4 75 32 101 102 9 236 229 7	2 39 11 40 20 17	39 11 40 20 17 3
4 12 9 196 237 107 9 146 7	2 21 5 14 7 20 44 12 17	21 5 14 7 20 44 12 17 3
4 173 233 78 204 14 9 91 51 15 147 73 49 39 25 69 7	2 24 5 14 11 20 25 12 22 23 24 5 7 37 32 32 14 42 42 36 38 34	24 5 14 11 20 25 12 22 23 24 5 7 37 32 32 14 42 42 36 38 34 3
4 173 233 78 238 121 57 9 140 27 147 73 49 39 25 69 7	2 24 5 14 11 12 25 15 22 23 24 5 7 37 32 32 14 42 42 36 38 34	24 5 14 11 12 25 15 22 23 24 5 7 37 32 32 14 42 42 36 38 34 3
4 12 9 239 85 7	2 21 5 14 7 20	21 5 14 7 20 3
4 173 62 144 240 241 57 9 52 175 147 73 12 178 37 49 39 164 7	2 24 5 14 11 12 25 15 22 23 24 5 7 37 32 32 14 42 42 23 21 33 14 49 49 16 52 52	24 5 14 11 12 25 15 22 23 24 5 7 37 32 32 14 42 42 23 21 33 14 49 49 16 52 52 3
4 12 9 214 186 9 94 242 7	2 21 5 14 7 17	21 5 14 7 17 3
4 173 62 144 115 14 9 52 15 147 73 49 50 164 7	2 24 5 14 11 20 25 12 26 23 24 5 7 37 18 18 14 33 33 16 42 42	24 5 14 11 20 25 12 26 23 24 5 7 37 18 18 14 33 33 16 42 42 3
4 73 112 49 69 9 243 244 33 34 14 9 15 7	2 13 11 37 5 5 36 20 20 14 12 33 23 24 22 14 26 26 25 18 33	13 11 37 5 5 36 20 20 14 12 33 23 24 22 14 26 26 25 18 33 3
4 12 9 245 33 34 57 9 52 7	2 21 5 14 7 26 23 24 12 14 20 20 25 15 26	21 5 14 7 26 23 24 12 14 20 20 25 15 26 3
4 12 9 18 223 7	2 21 5 14 7 20	21 5 14 7 20 3
4 12 9 246 107 9 167 7	2 21 5 14 7 11 44 20 15	21 5 14 7 11 44 20 15 3
4 150 102 9 247 57 9 54 7	2 39 5 40 7 20 30 12 17	39 5 40 7 20 30 12 17 3
4 128 9 55 14 9 6 7	2 54 5 55 7 15	54 5 55 7 15 3
4 12 9 248 25 249 7	2 13 5 14 7 11 36 20 12	13 5 14 7 11 36 20 12 3
4 12 9 29 14 9 19 95 9 250 7	2 21 5 14 7 22	21 5 14 7 22 3
4 128 9 251 14 9 100 7	2 54 5 56 7 15	54 5 56 7 15 3
4 150 102 9 18 57 9 88 7	2 39 5 40 7 20 30 12 17	39 5 40 7 20 30 12 17 3
4 128 9 223 7	2 54 5 56 7 11	54 5 56 7 11 3
4 65 16 9 91 95 9 88 252 7	2 27 5 16 7 17 48 26 26	27 5 16 7 17 48 26 26 3
4 65 16 9 253 7	2 27 5 16 7 20	27 5 16 7 20 3
4 128 9 127 14 9 19 7	2 54 5 55 7 15	54 5 55 7 15 3
4 254 9 52 7	2 57 5 16 7 11	57 5 16 7 11 3
4 150 255 69 7	2 58 5 59 7 11	58 5 59 7 11 3
4 151 9 71 255 9 19 95 9 91 7	2 21 5 14 7 22	21 5 14 7 22 3
4 151 9 256 36 25 9 29 7	2 21 5 14 7 17	21 5 14 7 17 3
4 257 25 9 250 14 76 19 7	2 60 5 16 7 17	60 5 16 7 17 3
4 151 9 129 7	2 21 5 14 7 11	21 5 14 7 11 3
4 258 9 183 16 9 253 7	2 13 5 14 7 11 16 20 15	13 5 14 7 11 16 20 15 3
4 258 9 71 16 9 127 95 9 88 7	2 13 5 14 7 11 16 20 22	13 5 14 7 11 16 20 22 3
4 258 9 93 25 249 7	2 13 5 14 7 11 36 20 12	13 5 14 7 11 36 20 12 3
4 49 9 71 25 9 91 95 9 88 7	2 13 5 14 7 11 16 20 22	13 5 14 7 11 16 20 22 3
4 254 9 55 7	2 57 5 16 7 11	57 5 16 7 11 3
4 49 9 183 16 9 96 7	2 13 5 14 7 11 16 20 15	13 5 14 7 11 16 20 15 3
4 66 9 129 7	2 54 5 56 7 11	54 5 56 7 11 3
4 49 9 85 16 9 87 95 9 88 7	2 13 5 14 7 11 16 20 22	13 5 14 7 11 16 20 22 3
4 259 9 71 7	2 21 5 14 7 11	21 5 14 7 11 3
4 259 9 29 255 9 6 95 9 260 7	2 21 5 14 7 22	21 5 14 7 22 3
4 66 9 85 14 9 19 95 9 261 7	2 54 5 56 7 22	54 5 56 7 22 3
4 35 25 9 253 255 76 19 7	2 27 5 16 7 17	27 5 16 7 17 3
4 35 25 9 182 7	2 27 5 16 7 20	27 5 16 7 20 3
4 101 57 9 262 102 9 223 7	2 39 5 30 7 20 40 12 17	39 5 30 7 20 40 12 17 3
4 12 9 251 255 9 19 95 9 85 7	2 21 5 14 7 22	21 5 14 7 22 3
4 12 9 129 16 9 146 7	2 21 5 14 7 15	21 5 14 7 15 3
4 12 9 29 14 9 91 7	2 21 5 14 7 15	21 5 14 7 15 3
4 263 25 9 264 42 7	2 27 5 16 7 20 48 12 12	27 5 16 7 20 48 12 12 3
4 12 9 183 25 9 54 7	2 13 5 14 7 11 16 20 15	13 5 14 7 11 16 20 15 3
4 12 9 223 25 9 15 95 9 52 7	2 13 5 14 7 11 16 20 22	13 5 14 7 11 16 20 22 3
4 5 14 9 38 7	2 8 5 9 7 7 10 11 20	8 5 9 7 7 10 11 20 3
4 65 16 9 127 7	2 27 5 16 7 20	27 5 16 7 20 3
4 147 73 32 49 149 29 25 9 54 7	2 13 20 37 7 7 14 12 15 16 17 22	13 20 37 7 7 14 12 15 16 17 22 3
4 265 69 7	2 61 5 62 7 7	61 5 62 7 7 3
4 83 73 32 35 25 9 55 7	2 27 20 14 7 7 16 12 17	27 20 14 7 7 16 12 17 3
4 73 62 57 9 88 37 9 100 34 266 267 268 7	2 24 7 14 5 5 25 11 12 23 24 22 14 17 26 25 18 33	24 7 14 5 5 25 11 12 23 24 22 14 17 26 25 18 33 3
4 35 265 149 269 208 9 270 7	2 61 7 62 11 20 35 12 17	61 7 62 11 20 35 12 17 3
4 32 65 25 9 146 7	2 27 7 16 11 12	27 7 16 11 12 3
4 147 73 12 9 188 25 9 117 15 57 9 26 27 7	2 13 11 37 7 7 14 20 12 16 15 42	13 11 37 7 7 14 20 12 16 15 42 3
4 83 73 77 78 18 57 9 140 27 7	2 39 11 43 7 7 40 20 12 30 15 22	39 11 43 7 7 40 20 12 30 15 22 3
4 265 9 271 186 9 153 121 7	2 61 5 62 7 17	61 5 62 7 17 3
4 12 149 272 25 9 88 7	2 13 5 14 7 11 16 20 15	13 5 14 7 11 16 20 15 3
4 77 9 273 7	2 39 5 40 7 11	39 5 40 7 11 3
4 147 73 49 69 9 245 107 9 146 7	2 13 11 37 7 7 36 20 20 14 12 15 44 17 22	13 11 37 7 7 36 20 20 14 12 15 44 17 22 3
4 130 34 78 54 186 78 274 275 37 276 124 7	2 63 7 64 5 5 65 11 32	63 7 64 5 5 65 11 32 3
4 147 73 151 149 17 18 107 9 140 27 7	2 21 11 37 7 7 14 20 15 44 17 18	21 11 37 7 7 14 20 15 44 17 18 3
4 49 69 149 277 107 9 91 7	2 13 5 36 7 7 14 11 20 44 12 17	13 5 36 7 7 14 11 20 44 12 17 3
4 49 69 9 71 107 9 100 7	2 13 5 36 7 7 14 11 20 44 12 17	13 5 36 7 7 14 11 20 44 12 17 3
4 35 25 9 140 27 7	2 27 5 16 7 12	27 5 16 7 12 3
4 120 9 278 29 14 9 140 27 15 7	2 45 5 14 7 20 16 12 22	45 5 14 7 20 16 12 22 3
4 65 25 9 26 27 7	2 27 5 16 7 12	27 5 16 7 12 3
